Hurricane_Name,Date, Time , Lat , Lon , Wind(mph) , Pressure(mb) , Storm Type ,Storm, Dates , Max Winds (mph) , Min pressure (mb) , Maximum Strength 
Hurricane-Ana,5/21/2021,9:00:00 AM,35.71,-58.16,54,1005,Extratropical,,,,,
Hurricane-Ana,5/21/2021,12:00:00 PM,35.70,-59.30,52,1005,Extratropical,,,,,
Hurricane-Ana,5/21/2021,3:00:00 PM,35.40,-60.32,52,1005,Extratropical,,,,,
Hurricane-Ana,5/21/2021,6:00:00 PM,35.00,-61.10,52,1005,Extratropical,,,,,
Hurricane-Ana,5/21/2021,9:00:00 PM,34.72,-61.56,48,1005,Extratropical,,,,,
Hurricane-Ana,5/22/2021,12:00:00 AM,34.50,-61.80,46,1006,Extratropical,,,,,
Hurricane-Ana,5/22/2021,3:00:00 AM,34.30,-61.96,43,1006,Extratropical,,,,,
Hurricane-Ana,5/22/2021,6:00:00 AM,34.20,-62.10,40,1006,Subtropical Storm,,,,,
Hurricane-Ana,5/22/2021,9:00:00 AM,34.24,-62.44,40,1006,Subtropical Storm,,,,,
Hurricane-Ana,5/22/2021,12:00:00 PM,34.30,-62.70,40,1006,Subtropical Storm,,,,,
Hurricane-Ana,5/22/2021,3:00:00 PM,34.22,-62.64,40,1006,Subtropical Storm,,,,,
Hurricane-Ana,5/22/2021,6:00:00 PM,34.20,-62.40,40,1006,Subtropical Storm,,,,,
Hurricane-Ana,5/22/2021,9:00:00 PM,34.39,-62.13,43,1005,Subtropical Storm,,,,,
Hurricane-Ana,5/23/2021,12:00:00 AM,34.70,-61.80,46,1005,Tropical Storm,,,,,
Hurricane-Ana,5/23/2021,3:00:00 AM,35.03,-61.46,46,1004,Tropical Storm,,,,,
Hurricane-Ana,5/23/2021,6:00:00 AM,35.40,-61.10,46,1004,Tropical Storm,,,,,
Hurricane-Ana,5/23/2021,9:00:00 AM,35.75,-60.77,43,1004,Tropical Storm,,,,,
Hurricane-Ana,5/23/2021,12:00:00 PM,36.10,-60.30,40,1005,Tropical Storm,,,,,
Hurricane-Ana,5/23/2021,3:00:00 PM,36.44,-59.59,40,1005,Tropical Storm,,,,,
Hurricane-Ana,5/23/2021,6:00:00 PM,36.80,-58.70,40,1006,Tropical Low,,,,,
Hurricane-Ana,5/23/2021,9:00:00 PM,37.19,-57.72,40,1006,Tropical Low,,,,,
Hurricane-Ana,5/24/2021,12:00:00 AM,37.60,-56.70,40,1007,Tropical Low,,,,,
Hurricane-Bill,6/13/2021,6:00:00 PM,31.90,-78.10,23,1008,Tropical Low,,,,,
Hurricane-Bill,6/13/2021,9:00:00 PM,32.19,-77.62,23,1007,Tropical Low,,,,,
Hurricane-Bill,6/14/2021,12:00:00 AM,32.50,-77.10,23,1007,Tropical Low,,,,,
Hurricane-Bill,6/14/2021,3:00:00 AM,32.83,-76.53,25,1006,Tropical Low,,,,,
Hurricane-Bill,6/14/2021,6:00:00 AM,33.20,-75.90,29,1006,Tropical Depression,,,,,
Hurricane-Bill,6/14/2021,9:00:00 AM,33.58,-75.24,31,1005,Tropical Depression,,,,,
Hurricane-Bill,6/14/2021,12:00:00 PM,34.00,-74.50,35,1005,Tropical Depression,,,,,
Hurricane-Bill,6/14/2021,3:00:00 PM,34.43,-73.69,37,1004,Tropical Depression,,,,,
Hurricane-Bill,6/14/2021,6:00:00 PM,34.90,-72.80,40,1003,Tropical Storm,,,,,
Hurricane-Bill,6/14/2021,9:00:00 PM,35.40,-71.89,43,1001,Tropical Storm,,,,,
Hurricane-Bill,6/15/2021,12:00:00 AM,36.00,-70.80,46,1000,Tropical Storm,,,,,
Hurricane-Bill,6/15/2021,3:00:00 AM,36.75,-69.43,52,998,Tropical Storm,,,,,
Hurricane-Bill,6/15/2021,6:00:00 AM,37.60,-67.80,58,996,Tropical Storm,,,,,
Hurricane-Bill,6/15/2021,9:00:00 AM,38.51,-65.92,60,994,Tropical Storm,,,,,
Hurricane-Bill,6/15/2021,12:00:00 PM,39.40,-64.00,63,992,Tropical Storm,,,,,
Hurricane-Bill,6/15/2021,3:00:00 PM,40.16,-62.33,58,994,Tropical Storm,,,,,
Hurricane-Bill,6/15/2021,6:00:00 PM,40.90,-60.80,52,997,Tropical Storm,,,,,
Hurricane-Bill,6/15/2021,9:00:00 PM,41.69,-59.34,46,999,Tropical Storm,,,,,
Hurricane-Bill,6/16/2021,12:00:00 AM,42.50,-57.90,40,1002,Extratropical,,,,,
Hurricane-Claudette,6/17/2021,6:00:00 PM,22.50,-92.20,29,1008,Tropical Disturbance,,,,,
Hurricane-Claudette,6/17/2021,9:00:00 PM,23.00,-92.01,31,1007,Tropical Disturbance,,,,,
Hurricane-Claudette,6/18/2021,12:00:00 AM,23.50,-91.80,35,1007,Tropical Disturbance,,,,,
Hurricane-Claudette,6/18/2021,3:00:00 AM,24.03,-91.59,37,1007,Tropical Disturbance,,,,,
Hurricane-Claudette,6/18/2021,6:00:00 AM,24.60,-91.40,40,1007,Tropical Disturbance,,,,,
Hurricane-Claudette,6/18/2021,9:00:00 AM,25.24,-91.28,40,1007,Tropical Disturbance,,,,,
Hurricane-Claudette,6/18/2021,12:00:00 PM,25.90,-91.20,40,1007,Tropical Disturbance,,,,,
Hurricane-Claudette,6/18/2021,3:00:00 PM,26.56,-91.13,43,1006,Tropical Disturbance,,,,,
Hurricane-Claudette,6/18/2021,6:00:00 PM,27.20,-91.10,46,1006,Tropical Disturbance,,,,,
Hurricane-Claudette,6/18/2021,9:00:00 PM,27.82,-91.17,46,1005,Tropical Disturbance,,,,,
Hurricane-Claudette,6/19/2021,12:00:00 AM,28.40,-91.20,46,1005,Tropical Storm,,,,,
Hurricane-Claudette,6/19/2021,3:00:00 AM,28.92,-91.13,46,1003,Tropical Storm,,,,,
Hurricane-Claudette,6/19/2021,4:30:00 AM,29.20,-91.00,46,1003,Tropical Storm,,,,,
Hurricane-Claudette,6/19/2021,6:00:00 AM,29.50,-90.80,46,1003,Tropical Storm,,,,,
Hurricane-Claudette,6/19/2021,9:00:00 AM,30.07,-90.37,43,1003,Tropical Storm,,,,,
Hurricane-Claudette,6/19/2021,12:00:00 PM,30.60,-89.90,40,1004,Tropical Storm,,,,,
Hurricane-Claudette,6/19/2021,3:00:00 PM,31.07,-89.36,37,1004,Tropical Storm,,,,,
Hurricane-Claudette,6/19/2021,6:00:00 PM,31.50,-88.80,35,1005,Tropical Depression,,,,,
Hurricane-Claudette,6/19/2021,9:00:00 PM,31.96,-88.31,31,1005,Tropical Depression,,,,,
Hurricane-Claudette,6/20/2021,12:00:00 AM,32.40,-87.80,29,1005,Tropical Depression,,,,,
Hurricane-Claudette,6/20/2021,3:00:00 AM,32.79,-87.20,29,1005,Tropical Depression,,,,,
Hurricane-Claudette,6/20/2021,6:00:00 AM,33.10,-86.50,29,1006,Tropical Depression,,,,,
Hurricane-Claudette,6/20/2021,9:00:00 AM,33.33,-85.68,29,1006,Tropical Depression,,,,,
Hurricane-Claudette,6/20/2021,12:00:00 PM,33.50,-84.80,29,1007,Tropical Depression,,,,,
Hurricane-Claudette,6/20/2021,3:00:00 PM,33.65,-83.96,29,1007,Tropical Depression,,,,,
Hurricane-Claudette,6/20/2021,6:00:00 PM,33.80,-83.10,29,1008,Tropical Depression,,,,,
Hurricane-Claudette,6/20/2021,9:00:00 PM,33.96,-82.18,31,1007,Tropical Depression,,,,,
Hurricane-Claudette,6/21/2021,12:00:00 AM,34.20,-81.20,35,1007,Tropical Depression,,,,,
Hurricane-Claudette,6/21/2021,3:00:00 AM,34.55,-80.20,40,1006,Tropical Depression,,,,,
Hurricane-Claudette,6/21/2021,6:00:00 AM,35.00,-79.10,46,1006,Tropical Storm,,,,,
Hurricane-Claudette,6/21/2021,9:00:00 AM,35.48,-77.87,46,1005,Tropical Storm,,,,,
Hurricane-Claudette,6/21/2021,12:00:00 PM,36.00,-76.50,46,1005,Tropical Storm,,,,,
Hurricane-Claudette,6/21/2021,3:00:00 PM,36.47,-75.01,46,1004,Tropical Storm,,,,,
Hurricane-Claudette,6/21/2021,6:00:00 PM,37.00,-73.50,46,1004,Tropical Storm,,,,,
Hurricane-Claudette,6/21/2021,9:00:00 PM,37.68,-72.09,46,1004,Tropical Storm,,,,,
Hurricane-Claudette,6/22/2021,12:00:00 AM,38.40,-70.70,46,1004,Tropical Storm,,,,,
Hurricane-Claudette,6/22/2021,3:00:00 AM,39.04,-69.23,46,1004,Tropical Storm,,,,,
Hurricane-Claudette,6/22/2021,6:00:00 AM,39.70,-67.80,46,1004,Extratropical,,,,,
Hurricane-Claudette,6/22/2021,9:00:00 AM,40.44,-66.49,46,1004,Extratropical,,,,,
Hurricane-Claudette,6/22/2021,12:00:00 PM,41.20,-65.20,46,1004,Extratropical,,,,,
Hurricane-Claudette,6/22/2021,3:00:00 PM,41.90,-63.81,46,1004,Extratropical,,,,,
Hurricane-Claudette,6/22/2021,6:00:00 PM,42.60,-62.40,46,1004,Extratropical,,,,,
Hurricane-Claudette,6/22/2021,9:00:00 PM,43.34,-61.00,43,1004,Extratropical,,,,,
Hurricane-Claudette,6/23/2021,12:00:00 AM,44.10,-59.60,40,1004,Extratropical,,,,,
Hurricane-Danny,6/27/2021,6:00:00 PM,29.80,-72.80,35,1013,Tropical Depression,,,,,
Hurricane-Danny,6/27/2021,9:00:00 PM,29.93,-73.66,35,1013,Tropical Depression,,,,,
Hurricane-Danny,6/28/2021,12:00:00 AM,30.10,-74.50,35,1013,Tropical Depression,,,,,
Hurricane-Danny,6/28/2021,3:00:00 AM,30.36,-75.32,37,1012,Tropical Depression,,,,,
Hurricane-Danny,6/28/2021,6:00:00 AM,30.70,-76.10,40,1011,Tropical Storm,,,,,
Hurricane-Danny,6/28/2021,9:00:00 AM,31.11,-76.83,40,1011,Tropical Storm,,,,,
Hurricane-Danny,6/28/2021,12:00:00 PM,31.50,-77.60,40,1011,Tropical Storm,,,,,
Hurricane-Danny,6/28/2021,3:00:00 PM,31.79,-78.58,43,1010,Tropical Storm,,,,,
Hurricane-Danny,6/28/2021,6:00:00 PM,32.00,-79.50,46,1009,Tropical Storm,,,,,
Hurricane-Danny,6/28/2021,9:00:00 PM,32.10,-80.01,43,1009,Tropical Storm,,,,,
Hurricane-Danny,6/28/2021,11:20:00 PM,32.30,-80.50,40,1010,Tropical Storm,,,,,
Hurricane-Danny,6/29/2021,12:00:00 AM,32.40,-80.70,35,1011,Tropical Depression,,,,,
Hurricane-Elsa,6/30/2021,6:00:00 PM,9.40,-42.80,35,1008,Tropical Depression,,,,,
Hurricane-Elsa,6/30/2021,9:00:00 PM,9.34,-44.06,37,1007,Tropical Depression,,,,,
Hurricane-Elsa,7/1/2021,12:00:00 AM,9.30,-45.30,40,1007,Tropical Storm,,,,,
Hurricane-Elsa,7/1/2021,3:00:00 AM,9.30,-46.50,40,1006,Tropical Storm,,,,,
Hurricane-Elsa,7/1/2021,6:00:00 AM,9.40,-47.70,40,1006,Tropical Storm,,,,,
Hurricane-Elsa,7/1/2021,9:00:00 AM,9.60,-48.95,43,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/1/2021,12:00:00 PM,9.90,-50.20,46,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/1/2021,3:00:00 PM,10.28,-51.41,48,1004,Tropical Storm,,,,,
Hurricane-Elsa,7/1/2021,6:00:00 PM,10.70,-52.60,52,1004,Tropical Storm,,,,,
Hurricane-Elsa,7/1/2021,9:00:00 PM,11.10,-53.81,54,1003,Tropical Storm,,,,,
Hurricane-Elsa,7/2/2021,12:00:00 AM,11.50,-55.00,58,1002,Tropical Storm,,,,,
Hurricane-Elsa,7/2/2021,3:00:00 AM,11.91,-56.14,60,1001,Tropical Storm,,,,,
Hurricane-Elsa,7/2/2021,6:00:00 AM,12.30,-57.30,63,1000,Tropical Storm,,,,,
Hurricane-Elsa,7/2/2021,9:00:00 AM,12.65,-58.53,69,997,Tropical Storm,,,,,
Hurricane-Elsa,7/2/2021,12:00:00 PM,13.00,-59.80,75,995,Category 1 Hurricane,,,,,
Hurricane-Elsa,7/2/2021,3:00:00 PM,13.38,-61.09,81,993,Category 1 Hurricane,,,,,
Hurricane-Elsa,7/2/2021,6:00:00 PM,13.80,-62.40,86,991,Category 1 Hurricane,,,,,
Hurricane-Elsa,7/2/2021,9:00:00 PM,14.23,-63.74,83,993,Category 1 Hurricane,,,,,
Hurricane-Elsa,7/3/2021,12:00:00 AM,14.70,-65.10,81,995,Category 1 Hurricane,,,,,
Hurricane-Elsa,7/3/2021,3:00:00 AM,15.20,-66.52,77,996,Category 1 Hurricane,,,,,
Hurricane-Elsa,7/3/2021,6:00:00 AM,15.70,-67.90,75,998,Category 1 Hurricane,,,,,
Hurricane-Elsa,7/3/2021,9:00:00 AM,16.18,-69.15,71,999,Hurricane,,,,,
Hurricane-Elsa,7/3/2021,12:00:00 PM,16.60,-70.30,69,1000,Tropical Storm,,,,,
Hurricane-Elsa,7/3/2021,3:00:00 PM,16.94,-71.44,69,1001,Tropical Storm,,,,,
Hurricane-Elsa,7/3/2021,6:00:00 PM,17.20,-72.50,69,1002,Tropical Storm,,,,,
Hurricane-Elsa,7/3/2021,9:00:00 PM,17.41,-73.53,66,1003,Tropical Storm,,,,,
Hurricane-Elsa,7/4/2021,12:00:00 AM,17.60,-74.40,63,1004,Tropical Storm,,,,,
Hurricane-Elsa,7/4/2021,3:00:00 AM,17.79,-75.02,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/4/2021,6:00:00 AM,18.00,-75.50,63,1006,Tropical Storm,,,,,
Hurricane-Elsa,7/4/2021,9:00:00 AM,18.22,-76.00,60,1006,Tropical Storm,,,,,
Hurricane-Elsa,7/4/2021,12:00:00 PM,18.50,-76.50,58,1007,Tropical Storm,,,,,
Hurricane-Elsa,7/4/2021,3:00:00 PM,18.88,-77.05,58,1007,Tropical Storm,,,,,
Hurricane-Elsa,7/4/2021,6:00:00 PM,19.30,-77.60,58,1007,Tropical Storm,,,,,
Hurricane-Elsa,7/4/2021,9:00:00 PM,19.71,-78.11,60,1006,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,12:00:00 AM,20.10,-78.60,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,3:00:00 AM,20.41,-79.09,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,6:00:00 AM,20.70,-79.60,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,9:00:00 AM,20.99,-80.17,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,12:00:00 PM,21.30,-80.70,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,3:00:00 PM,21.63,-81.06,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,6:00:00 PM,22.10,-81.50,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,6:30:00 PM,22.20,-81.60,63,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/5/2021,9:00:00 PM,22.58,-81.89,60,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/6/2021,12:00:00 AM,22.90,-82.00,58,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/6/2021,3:00:00 AM,23.29,-82.21,58,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/6/2021,6:00:00 AM,23.70,-82.40,58,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/6/2021,9:00:00 AM,24.14,-82.57,60,1004,Tropical Storm,,,,,
Hurricane-Elsa,7/6/2021,12:00:00 PM,24.60,-82.70,63,1003,Tropical Storm,,,,,
Hurricane-Elsa,7/6/2021,3:00:00 PM,25.04,-82.80,66,1000,Tropical Storm,,,,,
Hurricane-Elsa,7/6/2021,6:00:00 PM,25.50,-82.90,69,997,Tropical Storm,,,,,
Hurricane-Elsa,7/6/2021,9:00:00 PM,26.03,-83.04,71,996,Tropical Storm,,,,,
Hurricane-Elsa,7/7/2021,12:00:00 AM,26.60,-83.20,75,996,Category 1 Hurricane,,,,,
Hurricane-Elsa,7/7/2021,3:00:00 AM,27.19,-83.36,69,997,Hurricane,,,,,
Hurricane-Elsa,7/7/2021,6:00:00 AM,27.80,-83.50,63,998,Tropical Storm,,,,,
Hurricane-Elsa,7/7/2021,9:00:00 AM,28.40,-83.60,63,998,Tropical Storm,,,,,
Hurricane-Elsa,7/7/2021,12:00:00 PM,29.10,-83.60,63,999,Tropical Storm,,,,,
Hurricane-Elsa,7/7/2021,2:30:00 PM,29.80,-83.50,63,1000,Tropical Storm,,,,,
Hurricane-Elsa,7/7/2021,3:00:00 PM,29.90,-83.49,61,1000,Tropical Storm,,,,,
Hurricane-Elsa,7/7/2021,6:00:00 PM,30.30,-83.40,52,1002,Tropical Storm,,,,,
Hurricane-Elsa,7/7/2021,9:00:00 PM,30.86,-83.12,52,1003,Tropical Storm,,,,,
Hurricane-Elsa,7/8/2021,12:00:00 AM,31.50,-82.70,52,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/8/2021,3:00:00 AM,32.13,-82.29,48,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/8/2021,6:00:00 AM,32.80,-81.80,46,1006,Tropical Storm,,,,,
Hurricane-Elsa,7/8/2021,9:00:00 AM,33.50,-81.19,46,1006,Tropical Storm,,,,,
Hurricane-Elsa,7/8/2021,12:00:00 PM,34.20,-80.50,46,1006,Tropical Storm,,,,,
Hurricane-Elsa,7/8/2021,3:00:00 PM,34.86,-79.77,48,1005,Tropical Storm,,,,,
Hurricane-Elsa,7/8/2021,6:00:00 PM,35.50,-79.00,52,1004,Tropical Storm,,,,,
Hurricane-Elsa,7/8/2021,9:00:00 PM,36.13,-78.23,52,1003,Tropical Storm,,,,,
Hurricane-Elsa,7/9/2021,12:00:00 AM,36.80,-77.40,52,1003,Tropical Storm,,,,,
Hurricane-Elsa,7/9/2021,3:00:00 AM,37.55,-76.51,54,1002,Tropical Storm,,,,,
Hurricane-Elsa,7/9/2021,6:00:00 AM,38.40,-75.50,58,1001,Tropical Storm,,,,,
Hurricane-Elsa,7/9/2021,9:00:00 AM,39.40,-74.26,58,1000,Tropical Storm,,,,,
Hurricane-Elsa,7/9/2021,12:00:00 PM,40.30,-73.10,58,999,Tropical Storm,,,,,
Hurricane-Elsa,7/9/2021,3:00:00 PM,40.90,-72.30,58,999,Tropical Storm,,,,,
Hurricane-Elsa,7/9/2021,4:30:00 PM,41.40,-71.70,58,999,Tropical Storm,,,,,
Hurricane-Elsa,7/9/2021,6:00:00 PM,42.00,-71.00,52,999,Extratropical,,,,,
Hurricane-Elsa,7/9/2021,9:00:00 PM,43.00,-69.70,48,998,Extratropical,,,,,
Hurricane-Elsa,7/10/2021,12:00:00 AM,44.00,-68.30,46,997,Extratropical,,,,,
Hurricane-Elsa,7/10/2021,3:00:00 AM,45.31,-66.51,43,998,Extratropical,,,,,
Hurricane-Elsa,7/10/2021,6:00:00 AM,46.80,-64.40,40,999,Extratropical,,,,,
Hurricane-Fred,8/9/2021,6:00:00 PM,13.90,-58.70,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/9/2021,9:00:00 PM,14.25,-59.39,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/10/2021,12:00:00 AM,14.60,-60.10,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/10/2021,3:00:00 AM,14.95,-60.84,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/10/2021,6:00:00 AM,15.30,-61.60,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/10/2021,9:00:00 AM,15.65,-62.35,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/10/2021,12:00:00 PM,16.00,-63.10,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/10/2021,3:00:00 PM,16.36,-63.85,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/10/2021,6:00:00 PM,16.70,-64.60,35,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/10/2021,9:00:00 PM,17.02,-65.35,37,1010,Tropical Disturbance,,,,,
Hurricane-Fred,8/11/2021,12:00:00 AM,17.30,-66.10,40,1009,Tropical Storm,,,,,
Hurricane-Fred,8/11/2021,3:00:00 AM,17.52,-66.86,40,1008,Tropical Storm,,,,,
Hurricane-Fred,8/11/2021,6:00:00 AM,17.70,-67.60,40,1007,Tropical Storm,,,,,
Hurricane-Fred,8/11/2021,9:00:00 AM,17.84,-68.31,43,1006,Tropical Storm,,,,,
Hurricane-Fred,8/11/2021,12:00:00 PM,18.00,-69.00,46,1005,Tropical Storm,,,,,
Hurricane-Fred,8/11/2021,3:00:00 PM,18.22,-69.61,46,1005,Tropical Storm,,,,,
Hurricane-Fred,8/11/2021,5:00:00 PM,18.40,-70.10,46,1005,Tropical Storm,,,,,
Hurricane-Fred,8/11/2021,6:00:00 PM,18.50,-70.40,40,1006,Tropical Storm,,,,,
Hurricane-Fred,8/11/2021,9:00:00 PM,18.83,-71.12,37,1007,Tropical Storm,,,,,
Hurricane-Fred,8/12/2021,12:00:00 AM,19.20,-71.70,35,1009,Tropical Depression,,,,,
Hurricane-Fred,8/12/2021,3:00:00 AM,19.61,-72.32,35,1009,Tropical Depression,,,,,
Hurricane-Fred,8/12/2021,6:00:00 AM,20.00,-72.90,35,1010,Tropical Depression,,,,,
Hurricane-Fred,8/12/2021,9:00:00 AM,20.28,-73.43,35,1010,Tropical Depression,,,,,
Hurricane-Fred,8/12/2021,12:00:00 PM,20.50,-73.90,35,1010,Tropical Depression,,,,,
Hurricane-Fred,8/12/2021,3:00:00 PM,20.71,-74.32,35,1010,Tropical Depression,,,,,
Hurricane-Fred,8/12/2021,6:00:00 PM,20.90,-74.70,35,1010,Tropical Depression,,,,,
Hurricane-Fred,8/12/2021,9:00:00 PM,21.05,-75.08,37,1010,Tropical Depression,,,,,
Hurricane-Fred,8/13/2021,12:00:00 AM,21.20,-75.50,40,1010,Tropical Storm,,,,,
Hurricane-Fred,8/13/2021,3:00:00 AM,21.39,-76.03,40,1010,Tropical Storm,,,,,
Hurricane-Fred,8/13/2021,6:00:00 AM,21.60,-76.60,40,1010,Tropical Storm,,,,,
Hurricane-Fred,8/13/2021,9:00:00 AM,21.81,-77.14,37,1010,Tropical Storm,,,,,
Hurricane-Fred,8/13/2021,12:00:00 PM,22.00,-77.70,35,1010,Tropical Depression,,,,,
Hurricane-Fred,8/13/2021,3:00:00 PM,22.17,-78.34,35,1010,Tropical Depression,,,,,
Hurricane-Fred,8/13/2021,6:00:00 PM,22.30,-79.00,35,1011,Tropical Depression,,,,,
Hurricane-Fred,8/13/2021,9:00:00 PM,22.41,-79.62,35,1011,Tropical Depression,,,,,
Hurricane-Fred,8/14/2021,12:00:00 AM,22.50,-80.20,35,1012,Tropical Disturbance,,,,,
Hurricane-Fred,8/14/2021,3:00:00 AM,22.60,-80.75,35,1012,Tropical Disturbance,,,,,
Hurricane-Fred,8/14/2021,6:00:00 AM,22.70,-81.30,35,1012,Tropical Disturbance,,,,,
Hurricane-Fred,8/14/2021,9:00:00 AM,22.79,-81.91,35,1012,Tropical Disturbance,,,,,
Hurricane-Fred,8/14/2021,12:00:00 PM,22.90,-82.50,35,1012,Tropical Disturbance,,,,,
Hurricane-Fred,8/14/2021,3:00:00 PM,23.05,-83.05,35,1012,Tropical Disturbance,,,,,
Hurricane-Fred,8/14/2021,6:00:00 PM,23.30,-83.50,35,1012,Tropical Disturbance,,,,,
Hurricane-Fred,8/14/2021,9:00:00 PM,23.66,-83.85,37,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/15/2021,12:00:00 AM,24.10,-84.10,40,1011,Tropical Disturbance,,,,,
Hurricane-Fred,8/15/2021,3:00:00 AM,24.56,-84.27,40,1010,Tropical Disturbance,,,,,
Hurricane-Fred,8/15/2021,6:00:00 AM,25.00,-84.40,40,1010,Tropical Disturbance,,,,,
Hurricane-Fred,8/15/2021,9:00:00 AM,25.36,-84.54,40,1009,Tropical Disturbance,,,,,
Hurricane-Fred,8/15/2021,12:00:00 PM,25.70,-84.70,40,1008,Tropical Storm,,,,,
Hurricane-Fred,8/15/2021,3:00:00 PM,26.06,-84.93,43,1006,Tropical Storm,,,,,
Hurricane-Fred,8/15/2021,6:00:00 PM,26.40,-85.20,46,1005,Tropical Storm,,,,,
Hurricane-Fred,8/15/2021,9:00:00 PM,26.69,-85.53,52,1002,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,12:00:00 AM,27.00,-85.80,58,999,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,3:00:00 AM,27.38,-85.91,58,997,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,6:00:00 AM,27.80,-85.90,58,996,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,9:00:00 AM,28.25,-85.83,58,994,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,12:00:00 PM,28.70,-85.70,58,993,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,3:00:00 PM,29.05,-85.52,60,992,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,6:00:00 PM,29.50,-85.40,63,991,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,7:00:00 PM,29.70,-85.40,63,991,Tropical Storm,,,,,
Hurricane-Fred,8/16/2021,9:00:00 PM,30.07,-85.40,59,993,Tropical Storm,,,,,
Hurricane-Fred,8/17/2021,12:00:00 AM,30.60,-85.40,52,998,Tropical Storm,,,,,
Hurricane-Fred,8/17/2021,3:00:00 AM,31.15,-85.41,46,1001,Tropical Storm,,,,,
Hurricane-Fred,8/17/2021,6:00:00 AM,31.70,-85.40,40,1004,Tropical Storm,,,,,
Hurricane-Fred,8/17/2021,9:00:00 AM,32.24,-85.34,35,1005,Tropical Storm,,,,,
Hurricane-Fred,8/17/2021,12:00:00 PM,32.80,-85.20,29,1006,Tropical Depression,,,,,
Hurricane-Fred,8/17/2021,3:00:00 PM,33.34,-85.02,29,1007,Tropical Depression,,,,,
Hurricane-Fred,8/17/2021,6:00:00 PM,34.00,-84.70,29,1008,Tropical Depression,,,,,
Hurricane-Fred,8/17/2021,9:00:00 PM,34.91,-84.21,29,1008,Tropical Depression,,,,,
Hurricane-Fred,8/18/2021,12:00:00 AM,35.90,-83.60,29,1009,Tropical Low,,,,,
Hurricane-Fred,8/18/2021,3:00:00 AM,36.83,-82.96,25,1009,Tropical Low,,,,,
Hurricane-Fred,8/18/2021,6:00:00 AM,37.70,-82.30,23,1010,Tropical Low,,,,,
Hurricane-Fred,8/18/2021,9:00:00 AM,38.49,-81.71,23,1010,Tropical Low,,,,,
Hurricane-Fred,8/18/2021,12:00:00 PM,39.20,-81.10,23,1011,Tropical Low,,,,,
Hurricane-Fred,8/18/2021,3:00:00 PM,39.85,-80.42,23,1012,Tropical Low,,,,,
Hurricane-Fred,8/18/2021,6:00:00 PM,40.40,-79.70,23,1013,Tropical Low,,,,,
Hurricane-Fred,8/18/2021,9:00:00 PM,40.84,-78.96,23,1012,Tropical Low,,,,,
Hurricane-Fred,8/19/2021,12:00:00 AM,41.20,-78.20,23,1012,Extratropical,,,,,
Hurricane-Fred,8/19/2021,3:00:00 AM,41.57,-77.46,23,1011,Extratropical,,,,,
Hurricane-Fred,8/19/2021,6:00:00 AM,41.90,-76.70,23,1011,Extratropical,,,,,
Hurricane-Fred,8/19/2021,9:00:00 AM,42.18,-75.91,23,1011,Extratropical,,,,,
Hurricane-Fred,8/19/2021,12:00:00 PM,42.40,-75.10,23,1011,Extratropical,,,,,
Hurricane-Fred,8/19/2021,3:00:00 PM,42.59,-74.28,25,1010,Extratropical,,,,,
Hurricane-Fred,8/19/2021,6:00:00 PM,42.70,-73.50,29,1010,Extratropical,,,,,
